order_id,order_date,customer_id,product,category,region,channel,quantity,unit_price,unit_cost,discount_pct,gross_revenue,discount_amount,net_revenue,total_cost,profit,margin_pct,order_month
ORD100483,2024-08-13,CUST1069,Backpack,Accessories,North,Retail,2,97.72,67.08,20,195.44,39.09,156.35,134.16,22.19,14.19,2024-08
ORD100484,2025-10-25,CUST1191,Laptop Pro 14,Electronics,Center,Online,2,868.2,504.26,0,1736.4,0.0,1736.4,1008.52,727.88,41.92,2025-10
ORD100485,2024-03-28,CUST1156,Smartphone X,Electronics,Center,Online,3,1363.04,866.84,0,4089.12,0.0,4089.12,2600.52,1488.6,36.4,2024-03
ORD100486,2024-06-13,CUST1094,Smartphone X,Electronics,Center,Online,3,438.89,253.97,10,1316.67,131.67,1185.0,761.91,423.09,35.7,2024-06
ORD100487,2025-07-16,CUST1236,Water Bottle,Accessories,South,Online,2,41.97,23.79,0,83.94,0.0,83.94,47.58,36.36,43.32,2025-07
ORD100488,2024-12-04,CUST1182,Monitor 27,Electronics,North,Online,3,413.04,256.62,0,1239.12,0.0,1239.12,769.86,469.26,37.87,2024-12
ORD100489,2024-12-02,CUST1315,Water Bottle,Accessories,North,Online,1,74.26,51.34,0,74.26,0.0,74.26,51.34,22.92,30.86,2024-12
ORD100490,2024-01-05,CUST1160,Smartphone X,Electronics,Center,Retail,3,1091.32,775.07,0,3273.96,0.0,3273.96,2325.21,948.75,28.98,2024-01
ORD100491,2024-12-05,CUST1449,Desk Lamp,Furniture,North,Retail,2,234.48,146.87,5,468.96,23.45,445.51,293.74,151.77,34.07,2024-12
ORD100492,2024-10-14,CUST1439,Monitor 27,Electronics,South,Wholesale,4,358.93,263.23,5,1435.72,71.79,1363.93,1052.92,311.01,22.8,2024-10
ORD100493,2025-06-03,CUST1323,Laptop Pro 14,Electronics,North,Online,4,902.04,669.58,0,3608.16,0.0,3608.16,2678.32,929.84,25.77,2025-06
ORD100494,2025-07-06,CUST1241,Water Bottle,Accessories,South,Online,3,50.24,30.44,10,150.72,15.07,135.65,91.32,44.33,32.68,2025-07
ORD100495,2025-04-20,CUST1256,Notebook Pack,Stationery,Islands,Wholesale,1,17.74,9.8,0,17.74,0.0,17.74,9.8,7.94,44.76,2025-04
ORD100496,2025-12-01,CUST1084,Notebook Pack,Stationery,South,Online,1,10.57,7.31,5,10.57,0.53,10.04,7.31,2.73,27.2,2025-12
ORD100497,2025-05-10,CUST1480,Office Chair,Furniture,North,Retail,1,464.04,282.11,0,464.04,0.0,464.04,282.11,181.93,39.21,2025-05
ORD100498,2025-06-14,CUST1464,Office Chair,Furniture,Center,Online,2,553.2,426.18,0,1106.4,0.0,1106.4,852.36,254.04,22.96,2025-06
ORD100499,2025-06-17,CUST1324,Wireless Headphones,Electronics,South,Online,4,453.91,311.42,0,1815.64,0.0,1815.64,1245.68,569.96,31.39,2025-06
ORD100500,2025-10-31,CUST1459,Laptop Air 13,Electronics,Center,Wholesale,2,614.39,477.26,5,1228.78,61.44,1167.34,954.52,212.82,18.23,2025-10
ORD100501,2025-05-13,CUST1405,Desk Lamp,Furniture,North,Online,4,33.76,26.01,0,135.04,0.0,135.04,104.04,31.0,22.96,2025-05
ORD100502,2024-10-14,CUST1108,Monitor 27,Electronics,North,Retail,1,594.36,433.48,0,594.36,0.0,594.36,433.48,160.88,27.07,2024-10
ORD100503,2024-04-26,CUST1246,Water Bottle,Accessories,North,Online,2,33.18,19.59,15,66.36,9.95,56.41,39.18,17.23,30.54,2024-04
ORD100504,2025-08-10,CUST1303,Monitor 27,Electronics,North,Wholesale,1,807.95,624.3,0,807.95,0.0,807.95,624.3,183.65,22.73,2025-08
ORD100505,2025-06-13,CUST1490,Standing Desk,Furniture,South,Online,2,351.25,194.82,10,702.5,70.25,632.25,389.64,242.61,38.37,2025-06
ORD100506,2024-03-28,CUST1110,Desk Lamp,Furniture,Center,Online,3,298.71,200.26,0,896.13,0.0,896.13,600.78,295.35,32.96,2024-03
ORD100507,2025-08-19,CUST1420,Monitor 27,Electronics,Islands,Retail,3,805.34,476.71,10,2416.02,241.6,2174.42,1430.13,744.29,34.23,2025-08
ORD100508,2024-03-11,CUST1117,Standing Desk,Furniture,Center,Online,2,91.88,55.18,15,183.76,27.56,156.2,110.36,45.84,29.35,2024-03
ORD100509,2024-06-02,CUST1310,Laptop Air 13,Electronics,Center,Retail,1,1360.28,952.13,15,1360.28,204.04,1156.24,952.13,204.11,17.65,2024-06
ORD100510,2024-04-05,CUST1246,Water Bottle,Accessories,South,Retail,1,76.38,57.81,15,76.38,11.46,64.92,57.81,7.11,10.96,2024-04
ORD100511,2025-06-18,CUST1215,Office Chair,Furniture,Center,Retail,4,427.66,281.07,15,1710.64,256.6,1454.04,1124.28,329.76,22.68,2025-06
ORD100512,2024-12-24,CUST1301,Backpack,Accessories,North,Retail,4,102.09,70.85,0,408.36,0.0,408.36,283.4,124.96,30.6,2024-12
ORD100513,2024-03-26,CUST1145,Pen Set,Stationery,South,Retail,4,19.3,11.53,10,77.2,7.72,69.48,46.12,23.36,33.62,2024-03
ORD100514,2024-04-30,CUST1266,Laptop Pro 14,Electronics,North,Online,2,371.69,279.17,0,743.38,0.0,743.38,558.34,185.04,24.89,2024-04
ORD100515,2025-08-22,CUST1129,Wireless Headphones,Electronics,South,Retail,4,681.46,437.1,0,2725.84,0.0,2725.84,1748.4,977.44,35.86,2025-08
ORD100516,2025-02-27,CUST1282,Notebook Pack,Stationery,North,Online,2,17.96,12.37,0,35.92,0.0,35.92,24.74,11.18,31.12,2025-02
ORD100517,2025-12-23,CUST1203,Backpack,Accessories,South,Wholesale,1,105.02,60.89,0,105.02,0.0,105.02,60.89,44.13,42.02,2025-12
ORD100518,2024-04-12,CUST1109,Notebook Pack,Stationery,South,Online,2,16.85,11.59,10,33.7,3.37,30.33,23.18,7.15,23.57,2024-04
ORD100519,2025-10-13,CUST1002,Laptop Air 13,Electronics,North,Online,4,749.77,524.89,0,2999.08,0.0,2999.08,2099.56,899.52,29.99,2025-10
ORD100520,2025-09-15,CUST1019,Backpack,Accessories,South,Retail,2,118.29,83.22,5,236.58,11.83,224.75,166.44,58.31,25.94,2025-09
ORD100521,2024-06-28,CUST1327,Desk Lamp,Furniture,North,Online,2,144.97,103.54,10,289.94,28.99,260.95,207.08,53.87,20.64,2024-06
ORD100522,2025-09-05,CUST1261,Notebook Pack,Stationery,South,Wholesale,3,26.53,19.06,0,79.59,0.0,79.59,57.18,22.41,28.16,2025-09
ORD100523,2024-03-29,CUST1141,Standing Desk,Furniture,South,Online,2,255.23,177.77,5,510.46,25.52,484.94,355.54,129.4,26.68,2024-03
ORD100524,2024-04-02,CUST1281,Wireless Headphones,Electronics,South,Online,3,873.94,608.03,0,2621.82,0.0,2621.82,1824.09,797.73,30.43,2024-04
ORD100525,2024-07-18,CUST1232,Standing Desk,Furniture,North,Online,2,178.83,116.56,0,357.66,0.0,357.66,233.12,124.54,34.82,2024-07
ORD100526,2024-04-29,CUST1411,Notebook Pack,Stationery,South,Wholesale,5,35.66,26.86,5,178.3,8.91,169.38,134.3,35.08,20.71,2024-04
ORD100527,2025-07-30,CUST1247,Smartphone X,Electronics,Center,Online,3,1444.96,960.48,5,4334.88,216.74,4118.14,2881.44,1236.7,30.03,2025-07
ORD100528,2024-04-29,CUST1132,Laptop Air 13,Electronics,South,Online,2,1199.89,726.05,10,2399.78,239.98,2159.8,1452.1,707.7,32.77,2024-04
ORD100529,2024-12-27,CUST1264,Notebook Pack,Stationery,South,Retail,1,34.13,20.89,0,34.13,0.0,34.13,20.89,13.24,38.79,2024-12
ORD100530,2024-03-18,CUST1283,Monitor 27,Electronics,Islands,Retail,2,582.02,450.24,0,1164.04,0.0,1164.04,900.48,263.56,22.64,2024-03
ORD100531,2024-07-13,CUST1255,Backpack,Accessories,North,Online,1,90.9,69.83,0,90.9,0.0,90.9,69.83,21.07,23.18,2024-07
ORD100532,2025-09-25,CUST1182,Monitor 27,Electronics,Center,Online,3,250.23,142.54,20,750.69,150.14,600.55,427.62,172.93,28.8,2025-09
ORD100533,2025-07-08,CUST1490,Laptop Pro 14,Electronics,South,Retail,4,607.1,381.78,15,2428.4,364.26,2064.14,1527.12,537.02,26.02,2025-07
ORD100534,2024-10-08,CUST1251,Monitor 27,Electronics,Center,Online,5,1380.73,856.14,0,6903.65,0.0,6903.65,4280.7,2622.95,37.99,2024-10
ORD100535,2025-03-09,CUST1244,Notebook Pack,Stationery,Center,Online,1,17.16,13.13,10,17.16,1.72,15.44,13.13,2.31,14.98,2025-03
ORD100536,2025-06-14,CUST1235,Office Chair,Furniture,North,Retail,3,36.74,22.14,5,110.22,5.51,104.71,66.42,38.29,36.57,2025-06
ORD100537,2024-09-22,CUST1095,Notebook Pack,Stationery,North,Online,1,14.43,11.39,0,14.43,0.0,14.43,11.39,3.04,21.07,2024-09
ORD100538,2025-03-05,CUST1358,Office Chair,Furniture,Islands,Retail,2,258.34,171.2,5,516.68,25.83,490.85,342.4,148.45,30.24,2025-03
ORD100539,2024-04-12,CUST1369,Wireless Headphones,Electronics,South,Retail,4,868.58,663.66,0,3474.32,0.0,3474.32,2654.64,819.68,23.59,2024-04
ORD100540,2025-04-29,CUST1412,Laptop Pro 14,Electronics,Center,Retail,1,789.43,630.67,15,789.43,118.41,671.02,630.67,40.35,6.01,2025-04
ORD100541,2025-05-13,CUST1153,Wireless Headphones,Electronics,North,Retail,2,886.33,575.76,10,1772.66,177.27,1595.39,1151.52,443.87,27.82,2025-05
ORD100542,2025-05-02,CUST1429,Water Bottle,Accessories,Center,Retail,1,91.91,56.52,0,91.91,0.0,91.91,56.52,35.39,38.51,2025-05
ORD100543,2024-12-18,CUST1010,Standing Desk,Furniture,Center,Retail,1,524.4,414.68,0,524.4,0.0,524.4,414.68,109.72,20.92,2024-12
ORD100544,2024-06-27,CUST1399,Wireless Headphones,Electronics,South,Online,2,1035.93,696.01,10,2071.86,207.19,1864.67,1392.02,472.65,25.35,2024-06
ORD100545,2024-10-20,CUST1237,Water Bottle,Accessories,Center,Retail,5,105.51,74.93,15,527.55,79.13,448.42,374.65,73.77,16.45,2024-10
ORD100546,2025-02-18,CUST1434,Laptop Air 13,Electronics,South,Retail,1,567.95,356.88,10,567.95,56.8,511.16,356.88,154.28,30.18,2025-02
ORD100547,2025-02-08,CUST1138,Desk Lamp,Furniture,Center,Online,3,565.1,416.46,5,1695.3,84.77,1610.54,1249.38,361.16,22.42,2025-02
ORD100548,2024-01-24,CUST1064,Backpack,Accessories,North,Online,1,37.68,27.73,10,37.68,3.77,33.91,27.73,6.18,18.23,2024-01
ORD100549,2024-04-07,CUST1032,Desk Lamp,Furniture,North,Online,2,45.03,29.24,10,90.06,9.01,81.05,58.48,22.57,27.85,2024-04
ORD100550,2024-06-08,CUST1043,Water Bottle,Accessories,Center,Online,5,52.88,32.12,10,264.4,26.44,237.96,160.6,77.36,32.51,2024-06
ORD100551,2025-06-23,CUST1429,Monitor 27,Electronics,Center,Wholesale,1,1022.24,782.11,0,1022.24,0.0,1022.24,782.11,240.13,23.49,2025-06
ORD100552,2025-07-07,CUST1478,Wireless Headphones,Electronics,Center,Online,2,271.86,213.99,5,543.72,27.19,516.53,427.98,88.55,17.14,2025-07
ORD100553,2025-10-13,CUST1449,Pen Set,Stationery,Center,Online,2,27.39,18.72,15,54.78,8.22,46.56,37.44,9.12,19.59,2025-10
ORD100554,2024-04-01,CUST1226,Wireless Headphones,Electronics,South,Retail,2,448.93,280.98,0,897.86,0.0,897.86,561.96,335.9,37.41,2024-04
ORD100555,2024-12-18,CUST1146,Desk Lamp,Furniture,North,Retail,2,422.03,284.02,10,844.06,84.41,759.65,568.04,191.61,25.22,2024-12
ORD100556,2024-10-26,CUST1305,Smartphone X,Electronics,Center,Online,3,858.46,512.62,15,2575.38,386.31,2189.07,1537.86,651.21,29.75,2024-10
ORD100557,2025-10-23,CUST1199,Standing Desk,Furniture,South,Retail,1,75.15,53.08,5,75.15,3.76,71.39,53.08,18.31,25.65,2025-10
ORD100558,2025-12-11,CUST1350,Wireless Headphones,Electronics,South,Online,1,1134.96,853.72,0,1134.96,0.0,1134.96,853.72,281.24,24.78,2025-12
ORD100559,2024-10-23,CUST1056,Water Bottle,Accessories,North,Online,2,59.8,43.36,5,119.6,5.98,113.62,86.72,26.9,23.68,2024-10
ORD100560,2025-07-01,CUST1011,Monitor 27,Electronics,North,Online,5,480.6,279.35,0,2403.0,0.0,2403.0,1396.75,1006.25,41.87,2025-07
ORD100561,2024-01-16,CUST1252,Smartphone X,Electronics,Center,Retail,1,522.44,391.76,20,522.44,104.49,417.95,391.76,26.19,6.27,2024-01
ORD100562,2024-12-04,CUST1041,Monitor 27,Electronics,North,Retail,1,1181.43,670.87,5,1181.43,59.07,1122.36,670.87,451.49,40.23,2024-12
ORD100563,2025-01-25,CUST1424,Laptop Pro 14,Electronics,Center,Retail,1,1170.77,716.79,10,1170.77,117.08,1053.69,716.79,336.9,31.97,2025-01
ORD100564,2024-02-04,CUST1101,Desk Lamp,Furniture,Center,Wholesale,3,83.56,59.87,0,250.68,0.0,250.68,179.61,71.07,28.35,2024-02
ORD100565,2024-11-26,CUST1081,Water Bottle,Accessories,Center,Online,3,91.92,63.19,0,275.76,0.0,275.76,189.57,86.19,31.26,2024-11
ORD100566,2025-01-04,CUST1454,Laptop Pro 14,Electronics,North,Online,4,389.26,225.08,5,1557.04,77.85,1479.19,900.32,578.87,39.13,2025-01
ORD100567,2024-10-09,CUST1299,Laptop Air 13,Electronics,South,Retail,2,425.19,336.84,5,850.38,42.52,807.86,673.68,134.18,16.61,2024-10
ORD100568,2024-06-07,CUST1190,Laptop Air 13,Electronics,Islands,Retail,1,789.89,569.89,0,789.89,0.0,789.89,569.89,220.0,27.85,2024-06
ORD100569,2024-03-02,CUST1030,Office Chair,Furniture,North,Wholesale,3,429.76,321.4,0,1289.28,0.0,1289.28,964.2,325.08,25.21,2024-03
ORD100570,2025-10-22,CUST1387,Office Chair,Furniture,Center,Online,4,280.07,167.55,10,1120.28,112.03,1008.25,670.2,338.05,33.53,2025-10
ORD100571,2024-02-10,CUST1248,Backpack,Accessories,North,Online,2,42.42,30.72,0,84.84,0.0,84.84,61.44,23.4,27.58,2024-02
ORD100572,2025-04-24,CUST1140,Pen Set,Stationery,North,Online,4,24.41,13.85,0,97.64,0.0,97.64,55.4,42.24,43.26,2025-04
ORD100573,2025-01-10,CUST1232,Laptop Pro 14,Electronics,Center,Online,3,798.46,585.6,15,2395.38,359.31,2036.07,1756.8,279.27,13.72,2025-01
ORD100574,2025-09-27,CUST1122,Office Chair,Furniture,Center,Online,3,405.22,277.47,0,1215.66,0.0,1215.66,832.41,383.25,31.53,2025-09
ORD100575,2025-07-18,CUST1078,Pen Set,Stationery,South,Online,1,19.34,12.19,0,19.34,0.0,19.34,12.19,7.15,36.97,2025-07
ORD100576,2024-05-12,CUST1091,Laptop Pro 14,Electronics,South,Retail,1,769.23,442.07,5,769.23,38.46,730.77,442.07,288.7,39.51,2024-05
ORD100577,2025-06-22,CUST1319,Backpack,Accessories,North,Wholesale,2,15.4,9.32,10,30.8,3.08,27.72,18.64,9.08,32.76,2025-06
ORD100578,2025-11-02,CUST1251,Laptop Air 13,Electronics,South,Retail,2,987.26,632.07,10,1974.52,197.45,1777.07,1264.14,512.93,28.86,2025-11
ORD100579,2025-12-26,CUST1029,Pen Set,Stationery,Islands,Wholesale,1,6.42,3.64,0,6.42,0.0,6.42,3.64,2.78,43.3,2025-12
ORD100580,2024-04-09,CUST1051,Backpack,Accessories,Center,Wholesale,1,52.39,31.34,10,52.39,5.24,47.15,31.34,15.81,33.53,2024-04
ORD100581,2025-07-25,CUST1383,Notebook Pack,Stationery,Center,Retail,2,8.69,6.17,0,17.38,0.0,17.38,12.34,5.04,29.0,2025-07
ORD100582,2024-04-16,CUST1085,Monitor 27,Electronics,Center,Wholesale,2,796.66,569.12,5,1593.32,79.67,1513.65,1138.24,375.41,24.8,2024-04
ORD100583,2024-11-18,CUST1281,Office Chair,Furniture,North,Online,4,265.04,187.73,10,1060.16,106.02,954.14,750.92,203.22,21.3,2024-11
ORD100584,2025-07-12,CUST1109,Standing Desk,Furniture,Center,Online,3,557.9,342.28,20,1673.7,334.74,1338.96,1026.84,312.12,23.31,2025-07
ORD100585,2024-02-05,CUST1145,Pen Set,Stationery,Islands,Online,1,9.73,7.52,0,9.73,0.0,9.73,7.52,2.21,22.71,2024-02
ORD100586,2024-11-18,CUST1011,Backpack,Accessories,Center,Online,4,111.1,75.31,5,444.4,22.22,422.18,301.24,120.94,28.65,2024-11
ORD100587,2025-04-16,CUST1182,Monitor 27,Electronics,South,Online,1,601.26,418.2,0,601.26,0.0,601.26,418.2,183.06,30.45,2025-04
ORD100588,2025-02-13,CUST1291,Smartphone X,Electronics,South,Retail,3,1107.48,828.65,0,3322.44,0.0,3322.44,2485.95,836.49,25.18,2025-02
ORD100589,2025-08-13,CUST1419,Laptop Air 13,Electronics,North,Online,2,506.56,371.16,5,1013.12,50.66,962.46,742.32,220.14,22.87,2025-08
ORD100590,2024-12-08,CUST1178,Standing Desk,Furniture,South,Retail,2,524.66,402.65,0,1049.32,0.0,1049.32,805.3,244.02,23.26,2024-12
ORD100591,2024-01-12,CUST1324,Water Bottle,Accessories,North,Online,2,43.53,24.39,5,87.06,4.35,82.71,48.78,33.93,41.02,2024-01
ORD100592,2024-08-14,CUST1078,Laptop Pro 14,Electronics,Center,Online,3,1496.26,1186.18,10,4488.78,448.88,4039.9,3558.54,481.36,11.92,2024-08
ORD100593,2025-03-18,CUST1148,Standing Desk,Furniture,Center,Online,1,221.62,148.26,10,221.62,22.16,199.46,148.26,51.2,25.67,2025-03
ORD100594,2025-02-12,CUST1256,Standing Desk,Furniture,Center,Retail,3,104.31,60.89,5,312.93,15.65,297.28,182.67,114.61,38.55,2025-02
ORD100595,2024-07-19,CUST1287,Pen Set,Stationery,Center,Retail,5,23.35,14.26,0,116.75,0.0,116.75,71.3,45.45,38.93,2024-07
ORD100596,2025-08-12,CUST1045,Laptop Air 13,Electronics,Center,Online,3,681.43,434.12,0,2044.29,0.0,2044.29,1302.36,741.93,36.29,2025-08
ORD100597,2024-11-08,CUST1086,Office Chair,Furniture,North,Retail,3,594.39,392.63,0,1783.17,0.0,1783.17,1177.89,605.28,33.94,2024-11
ORD100598,2024-07-23,CUST1350,Office Chair,Furniture,North,Retail,1,445.24,254.43,10,445.24,44.52,400.72,254.43,146.29,36.51,2024-07
ORD100599,2024-05-31,CUST1444,Wireless Headphones,Electronics,North,Online,1,1065.19,615.49,5,1065.19,53.26,1011.93,615.49,396.44,39.18,2024-05
ORD100600,2025-07-04,CUST1108,Smartphone X,Electronics,Islands,Retail,2,1145.5,787.19,5,2291.0,114.55,2176.45,1574.38,602.07,27.66,2025-07
ORD100601,2025-11-15,CUST1009,Standing Desk,Furniture,North,Retail,2,408.21,228.95,0,816.42,0.0,816.42,457.9,358.52,43.91,2025-11
ORD100602,2025-09-24,CUST1138,Laptop Pro 14,Electronics,South,Wholesale,2,1422.15,805.86,10,2844.3,284.43,2559.87,1611.72,948.15,37.04,2025-09
ORD100603,2025-01-03,CUST1442,Laptop Air 13,Electronics,Center,Wholesale,1,1311.72,934.41,0,1311.72,0.0,1311.72,934.41,377.31,28.76,2025-01
ORD100604,2024-04-11,CUST1462,Office Chair,Furniture,Islands,Retail,2,370.35,211.84,0,740.7,0.0,740.7,423.68,317.02,42.8,2024-04
ORD100605,2025-12-30,CUST1011,Laptop Pro 14,Electronics,North,Online,1,831.77,526.84,0,831.77,0.0,831.77,526.84,304.93,36.66,2025-12
ORD100606,2024-12-26,CUST1181,Water Bottle,Accessories,North,Online,1,119.56,95.01,0,119.56,0.0,119.56,95.01,24.55,20.53,2024-12
ORD100607,2025-01-31,CUST1455,Laptop Pro 14,Electronics,Center,Online,5,1427.75,865.78,0,7138.75,0.0,7138.75,4328.9,2809.85,39.36,2025-01
ORD100608,2025-01-26,CUST1266,Water Bottle,Accessories,North,Wholesale,3,78.81,47.83,0,236.43,0.0,236.43,143.49,92.94,39.31,2025-01
ORD100609,2025-09-11,CUST1168,Desk Lamp,Furniture,South,Wholesale,2,147.85,86.44,5,295.7,14.79,280.91,172.88,108.03,38.46,2025-09
ORD100610,2024-11-12,CUST1352,Backpack,Accessories,South,Retail,4,110.05,72.36,15,440.2,66.03,374.17,289.44,84.73,22.64,2024-11
ORD100611,2025-08-01,CUST1469,Monitor 27,Electronics,North,Wholesale,1,871.42,685.94,0,871.42,0.0,871.42,685.94,185.48,21.28,2025-08
ORD100612,2024-01-31,CUST1391,Office Chair,Furniture,Islands,Wholesale,4,266.0,173.65,0,1064.0,0.0,1064.0,694.6,369.4,34.72,2024-01
ORD100613,2024-10-07,CUST1077,Smartphone X,Electronics,North,Retail,1,342.34,253.54,5,342.34,17.12,325.22,253.54,71.68,22.04,2024-10
ORD100614,2024-08-24,CUST1305,Smartphone X,Electronics,North,Retail,1,117.04,66.7,10,117.04,11.7,105.34,66.7,38.64,36.68,2024-08
ORD100615,2025-04-25,CUST1364,Water Bottle,Accessories,North,Online,2,103.73,69.8,0,207.46,0.0,207.46,139.6,67.86,32.71,2025-04
ORD100616,2024-01-16,CUST1473,Wireless Headphones,Electronics,North,Online,5,396.03,284.28,0,1980.15,0.0,1980.15,1421.4,558.75,28.22,2024-01
ORD100617,2025-03-25,CUST1443,Pen Set,Stationery,Center,Online,2,16.37,10.88,0,32.74,0.0,32.74,21.76,10.98,33.54,2025-03
ORD100618,2025-01-24,CUST1368,Office Chair,Furniture,Center,Retail,2,565.31,391.75,5,1130.62,56.53,1074.09,783.5,290.59,27.05,2025-01
ORD100619,2024-02-09,CUST1266,Laptop Air 13,Electronics,Center,Online,2,1254.35,703.19,20,2508.7,501.74,2006.96,1406.38,600.58,29.92,2024-02
ORD100620,2024-02-10,CUST1285,Standing Desk,Furniture,Center,Online,2,389.47,219.01,0,778.94,0.0,778.94,438.02,340.92,43.77,2024-02
ORD100621,2024-10-19,CUST1236,Monitor 27,Electronics,North,Retail,2,950.65,535.82,5,1901.3,95.06,1806.23,1071.64,734.59,40.67,2024-10
ORD100622,2025-04-07,CUST1046,Backpack,Accessories,Center,Online,2,29.77,20.73,15,59.54,8.93,50.61,41.46,9.15,18.08,2025-04
ORD100623,2024-11-27,CUST1230,Laptop Pro 14,Electronics,Center,Online,1,918.25,668.63,0,918.25,0.0,918.25,668.63,249.62,27.18,2024-11
ORD100624,2025-12-09,CUST1332,Backpack,Accessories,Center,Online,3,89.02,51.71,0,267.06,0.0,267.06,155.13,111.93,41.91,2025-12
ORD100625,2025-06-20,CUST1362,Standing Desk,Furniture,Center,Online,3,585.86,411.87,0,1757.58,0.0,1757.58,1235.61,521.97,29.7,2025-06
ORD100626,2024-06-23,CUST1467,Office Chair,Furniture,North,Retail,2,405.93,238.49,15,811.86,121.78,690.08,476.98,213.1,30.88,2024-06
ORD100627,2025-03-05,CUST1157,Wireless Headphones,Electronics,South,Wholesale,3,1444.57,898.8,0,4333.71,0.0,4333.71,2696.4,1637.31,37.78,2025-03
ORD100628,2024-01-04,CUST1318,Wireless Headphones,Electronics,Center,Online,1,786.63,530.71,10,786.63,78.66,707.97,530.71,177.26,25.04,2024-01
ORD100629,2024-08-10,CUST1301,Water Bottle,Accessories,North,Online,2,55.12,31.41,5,110.24,5.51,104.73,62.82,41.91,40.02,2024-08
ORD100630,2025-09-26,CUST1321,Notebook Pack,Stationery,North,Online,4,12.27,7.32,0,49.08,0.0,49.08,29.28,19.8,40.34,2025-09
ORD100631,2024-02-03,CUST1341,Pen Set,Stationery,Center,Online,4,15.45,12.05,0,61.8,0.0,61.8,48.2,13.6,22.01,2024-02
ORD100632,2025-11-19,CUST1145,Pen Set,Stationery,Islands,Retail,3,29.49,20.44,5,88.47,4.42,84.05,61.32,22.73,27.04,2025-11
ORD100633,2025-01-03,CUST1476,Laptop Pro 14,Electronics,North,Online,1,505.0,324.28,0,505.0,0.0,505.0,324.28,180.72,35.79,2025-01
ORD100634,2025-07-17,CUST1033,Wireless Headphones,Electronics,Center,Online,2,253.27,193.71,0,506.54,0.0,506.54,387.42,119.12,23.52,2025-07
ORD100635,2024-08-02,CUST1313,Laptop Pro 14,Electronics,Center,Retail,1,1116.21,789.43,20,1116.21,223.24,892.97,789.43,103.54,11.59,2024-08
ORD100636,2025-12-24,CUST1147,Standing Desk,Furniture,Center,Online,3,210.4,143.36,20,631.2,126.24,504.96,430.08,74.88,14.83,2025-12
ORD100637,2025-07-30,CUST1254,Notebook Pack,Stationery,North,Online,3,22.42,16.86,15,67.26,10.09,57.17,50.58,6.59,11.53,2025-07
ORD100638,2024-07-17,CUST1000,Laptop Air 13,Electronics,South,Wholesale,1,968.15,561.02,15,968.15,145.22,822.93,561.02,261.91,31.83,2024-07
ORD100639,2025-02-27,CUST1023,Office Chair,Furniture,South,Online,1,489.44,295.17,5,489.44,24.47,464.97,295.17,169.8,36.52,2025-02
ORD100640,2024-03-10,CUST1157,Wireless Headphones,Electronics,North,Retail,2,539.97,297.81,10,1079.94,107.99,971.95,595.62,376.33,38.72,2024-03
ORD100641,2025-09-22,CUST1491,Laptop Pro 14,Electronics,Center,Online,4,355.5,269.63,15,1422.0,213.3,1208.7,1078.52,130.18,10.77,2025-09
ORD100642,2024-02-06,CUST1330,Monitor 27,Electronics,North,Retail,2,970.62,750.3,5,1941.24,97.06,1844.18,1500.6,343.58,18.63,2024-02
ORD100643,2025-02-27,CUST1475,Backpack,Accessories,Center,Online,1,67.32,46.53,10,67.32,6.73,60.59,46.53,14.06,23.2,2025-02
ORD100644,2025-08-14,CUST1350,Office Chair,Furniture,North,Online,3,536.18,342.3,20,1608.54,321.71,1286.83,1026.9,259.93,20.2,2025-08
ORD100645,2025-01-19,CUST1320,Notebook Pack,Stationery,South,Retail,4,24.98,16.17,5,99.92,5.0,94.92,64.68,30.24,31.86,2025-01
ORD100646,2025-12-23,CUST1439,Office Chair,Furniture,Center,Retail,3,184.75,105.62,15,554.25,83.14,471.11,316.86,154.25,32.74,2025-12
ORD100647,2024-11-05,CUST1110,Notebook Pack,Stationery,Islands,Online,1,8.93,6.66,10,8.93,0.89,8.04,6.66,1.38,17.13,2024-11
ORD100648,2024-01-26,CUST1409,Desk Lamp,Furniture,South,Online,4,117.82,74.82,5,471.28,23.56,447.72,299.28,148.44,33.15,2024-01
ORD100649,2024-12-01,CUST1073,Laptop Air 13,Electronics,South,Online,4,1411.99,1015.47,0,5647.96,0.0,5647.96,4061.88,1586.08,28.08,2024-12
ORD100650,2025-12-31,CUST1442,Notebook Pack,Stationery,South,Online,1,15.88,8.91,15,15.88,2.38,13.5,8.91,4.59,33.99,2025-12
ORD100651,2024-02-17,CUST1052,Notebook Pack,Stationery,Center,Online,3,31.09,17.27,10,93.27,9.33,83.94,51.81,32.13,38.28,2024-02
ORD100652,2024-07-24,CUST1098,Wireless Headphones,Electronics,North,Online,1,533.19,352.05,0,533.19,0.0,533.19,352.05,181.14,33.97,2024-07
ORD100653,2024-01-16,CUST1490,Pen Set,Stationery,North,Wholesale,2,8.58,5.88,5,17.16,0.86,16.3,11.76,4.54,27.86,2024-01
ORD100654,2024-10-17,CUST1293,Smartphone X,Electronics,North,Online,1,522.16,403.66,5,522.16,26.11,496.05,403.66,92.39,18.63,2024-10
ORD100655,2025-11-22,CUST1025,Laptop Air 13,Electronics,South,Retail,2,202.29,131.08,10,404.58,40.46,364.12,262.16,101.96,28.0,2025-11
ORD100656,2025-12-07,CUST1358,Desk Lamp,Furniture,South,Online,3,208.09,156.97,10,624.27,62.43,561.84,470.91,90.93,16.18,2025-12
